condition,rep,signal,label,kill_log,f_S,f_Z_MK,f_R_curve,f_rho_env,f_E_ratio,f_G_spec,f_Q_spec,f_K_01,f_PE,f_med_first,f_med_last,f_peak_period,f_MAD_dx
null,0,individual_temperature,null,null (no test triggered),-0.000008,-0.664530,1.320101,-0.001774,0.974387,0.001547,22.871560,0.997723,0.998732,-0.075595,-0.025625,4.011231,0.935112
null,0,individual_fish_count,null,null (no test triggered),0.000000,0.013556,1.119492,0.000784,1.004900,0.001990,176.423077,0.998234,0.988595,0.000000,0.000000,2.180074,1.011736
null,0,individual_inter_event,null,null (no test triggered),-0.000012,-1.321381,1.333397,-0.003244,0.947985,0.001677,52.640000,0.998883,0.998896,-0.001062,-0.038248,2.532928,0.988837
null,0,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,1.630515,3.362526,0.000659,1.023772,0.002178,162.535714,0.998979,0.563891,0.000000,0.000000,2.197319,1.000000
null,0,individual_dissolved_oxygen,null,null (no test triggered),-0.000012,-1.001060,1.271282,-0.000980,0.970072,0.001948,41.666667,0.997229,0.998812,-0.056802,0.035784,6.153846,0.965660
null,0,composed,null,null (no test triggered),-0.000009,-0.796772,1.280468,-0.001375,0.976350,0.002150,76.482759,0.997939,0.998919,-0.030041,-0.031991,4.508566,0.956229
null,0,standardized_sum,null,null (no test triggered),0.000009,0.720081,1.276448,-0.001539,0.980770,0.001864,17.290909,0.998655,0.998968,-0.039929,-0.014671,10.515247,0.947294
null,1,individual_temperature,null,null (no test triggered),-0.000006,-0.459957,1.298904,0.000382,0.991541,0.001601,54.459770,0.998552,0.998944,0.005388,-0.020167,2.110595,0.944552
null,1,individual_fish_count,null,null (no test triggered),0.000000,-0.106742,1.571169,-0.001003,0.973811,0.001611,28.632075,0.997595,0.990080,0.000000,0.000000,3.294893,1.011736
null,1,individual_inter_event,null,null (no test triggered),0.000010,1.135862,1.220861,-0.000005,1.003769,0.001638,27.516484,0.998909,0.998943,0.027401,-0.018899,3.993610,0.980427
null,1,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.018201,3.364767,-0.000097,0.998259,0.001627,8.271739,0.997767,0.562938,0.000000,0.000000,13.140604,1.000000
null,1,individual_dissolved_oxygen,null,null (no test triggered),0.000006,0.549161,1.291569,-0.000995,0.982972,0.001919,23.372093,0.997061,0.998523,0.039484,0.048776,9.950249,0.971577
null,1,composed,null,null (no test triggered),-0.000003,-0.223153,1.302231,-0.001082,0.983114,0.001909,74.767442,0.997891,0.998470,-0.020542,0.011709,3.110420,0.929584
null,1,standardized_sum,null,null (no test triggered),-0.000009,-0.763119,1.301486,-0.001481,0.985282,0.002093,114.821429,0.998490,0.998782,0.005886,0.037399,3.110420,0.950550
null,2,individual_temperature,null,null (no test triggered),-0.000010,-0.869197,1.255547,-0.000052,0.981969,0.001686,29.786667,0.997879,0.998604,0.021455,0.058950,4.476276,0.971572
null,2,individual_fish_count,null,null (no test triggered),0.000000,-0.675242,1.197815,-0.000324,0.992175,0.001908,84.446809,0.998787,0.989169,0.000000,0.000000,2.519526,1.011736
null,2,individual_inter_event,null,null (no test triggered),0.000009,1.002103,1.348779,-0.000372,0.973160,0.001859,94.132075,0.997528,0.998878,0.028780,0.008858,2.004410,0.977343
null,2,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,1.243647,3.299453,0.000478,1.011755,0.001783,23.934426,0.998341,0.568740,0.000000,0.000000,6.849315,1.000000
null,2,individual_dissolved_oxygen,null,null (no test triggered),-0.000004,-0.331886,1.317709,0.001081,1.002473,0.001591,9.043478,0.998007,0.998903,0.023412,-0.046045,12.019231,0.955787
null,2,composed,null,null (no test triggered),-0.000009,-0.751554,1.347151,0.001153,1.008885,0.002067,112.967742,0.998820,0.999104,0.049081,0.027233,2.855511,0.970544
null,2,standardized_sum,null,null (no test triggered),-0.000007,-0.588123,1.257836,0.001651,1.014194,0.001973,60.685714,0.997506,0.999045,0.038692,0.006422,4.708098,0.962160
null,3,individual_temperature,null,null (no test triggered),-0.000010,-0.843602,1.341823,-0.002214,0.971045,0.001597,53.833333,0.998378,0.998720,0.022609,0.004118,2.063983,0.980560
null,3,individual_fish_count,null,null (no test triggered),0.000000,-1.369917,1.169086,-0.000729,0.983147,0.001786,68.929825,0.998388,0.989205,0.000000,0.000000,2.545177,1.011736
null,3,individual_inter_event,null,null (no test triggered),0.000002,0.268845,1.298765,-0.004179,0.919537,0.001706,32.415094,0.998303,0.998630,-0.036135,0.046981,5.820722,0.963609
null,3,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.684342,3.353770,-0.002446,0.960579,0.001867,31.723404,0.997223,0.568290,0.000000,0.000000,6.706908,1.000000
null,3,individual_dissolved_oxygen,null,null (no test triggered),-0.000009,-0.724442,1.278914,0.002128,1.037606,0.001537,28.571429,0.996997,0.998766,0.042712,0.047958,3.846154,0.963139
null,3,composed,null,null (no test triggered),-0.000019,-1.689005,1.360124,-0.000512,1.003354,0.001864,60.384615,0.997918,0.998801,0.015763,0.025714,4.246285,0.948471
null,3,standardized_sum,null,null (no test triggered),-0.000017,-1.495334,1.300966,-0.001421,0.995540,0.001580,24.285714,0.998376,0.998717,0.069445,-0.026666,3.921569,0.962043
null,4,individual_temperature,null,null (no test triggered),-0.000003,-0.234529,1.331933,-0.000967,0.972605,0.002166,204.791667,0.997846,0.999062,-0.003376,-0.012957,2.034588,0.973949
null,4,individual_fish_count,null,null (no test triggered),0.000000,0.441471,1.594475,0.000650,1.023810,0.002022,134.500000,0.996602,0.988281,0.000000,0.000000,2.323420,1.011736
null,4,individual_inter_event,null,null (no test triggered),-0.000010,-1.115102,1.212321,0.003947,1.036636,0.001860,109.977273,0.998220,0.998997,-0.005638,-0.053515,2.066543,0.971227
null,4,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.203814,3.359866,0.002348,1.040903,0.001940,62.473684,0.998196,0.565910,0.000000,0.000000,4.212300,1.000000
null,4,individual_dissolved_oxygen,null,null (no test triggered),0.000003,0.250265,1.317028,-0.000531,0.995947,0.001613,4.392857,0.998504,0.998450,-0.004667,0.011256,27.100271,0.978628
null,4,composed,null,null (no test triggered),-0.000002,-0.215854,1.313900,0.000832,1.014972,0.001953,129.921053,0.997144,0.999037,-0.007022,-0.007886,2.025522,0.951727
null,4,standardized_sum,null,null (no test triggered),0.000007,0.616752,1.258369,0.001080,1.025649,0.001885,53.382979,0.998612,0.998771,-0.018789,-0.007239,3.985652,0.950215
null,5,individual_temperature,null,null (no test triggered),-0.000019,-1.694219,1.320229,-0.001036,1.000649,0.001984,48.531250,0.997271,0.998692,0.014787,0.001530,6.439150,0.943970
null,5,individual_fish_count,null,null (no test triggered),0.000000,-0.125133,1.120986,0.003242,1.045185,0.001617,22.186813,0.996948,0.988375,0.000000,0.000000,4.952947,1.011736
null,5,individual_inter_event,null,null (no test triggered),0.000006,0.621776,1.310249,-0.001466,0.973916,0.001797,35.980392,0.998646,0.998929,-0.042269,0.029732,5.449591,0.969723
null,5,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.706904,3.378436,0.000000,1.009310,0.002012,8.484848,0.998140,0.561226,0.000000,0.000000,35.714286,1.000000
null,5,individual_dissolved_oxygen,null,null (no test triggered),-0.000025,-2.055302,1.322911,0.000102,0.990899,0.001907,107.913043,0.997626,0.998858,0.019219,0.003716,2.014504,0.929768
null,5,composed,null,null (no test triggered),-0.000014,-1.184872,1.293739,0.001176,1.007660,0.001711,1.890625,0.998125,0.999202,-0.032588,0.051205,82.644628,0.953191
null,5,standardized_sum,null,null (no test triggered),-0.000016,-1.328775,1.316101,0.001434,0.996133,0.001573,44.630952,0.998019,0.998584,0.016075,-0.004615,2.667378,0.940048
null,6,individual_temperature,null,null (no test triggered),0.000028,2.412309,1.305414,0.000079,0.982936,0.001966,76.968750,0.998504,0.998419,0.014428,0.005897,4.060089,0.965699
null,6,individual_fish_count,null,null (no test triggered),0.000000,1.886468,1.110650,0.001293,1.037796,0.001707,23.269841,0.998335,0.989068,0.000000,0.000000,6.821282,1.011736
null,6,individual_inter_event,null,null (no test triggered),-0.000005,-0.582814,1.227028,0.000409,1.002987,0.001582,20.860465,0.998299,0.999007,0.041812,-0.010308,5.574136,0.967112
null,6,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-1.167809,3.268013,0.000443,0.985281,0.001518,44.030000,0.998947,0.573521,0.000000,0.000000,2.271179,1.000000
null,6,individual_dissolved_oxygen,null,null (no test triggered),0.000030,2.706181,1.288855,-0.002295,0.949586,0.002261,92.250000,0.998285,0.999142,-0.024460,0.098237,13.550136,0.956095
null,6,composed,null,null (no test triggered),0.000037,3.393367,1.292004,0.002836,1.064056,0.001668,55.157303,0.998657,0.998364,0.016027,0.037944,2.037075,0.963540
null,6,standardized_sum,null,null (no test triggered),0.000027,2.343770,1.262607,0.000846,1.014749,0.001789,5.358491,0.998579,0.998646,-0.011278,0.029658,35.211268,0.960546
null,7,individual_temperature,null,null (no test triggered),-0.000004,-0.355680,1.258540,-0.000113,0.996708,0.001499,15.293103,0.997622,0.998971,0.041354,-0.013775,5.636979,0.946608
null,7,individual_fish_count,null,null (no test triggered),0.000000,0.638176,1.215256,-0.000067,0.996706,0.001649,39.205128,0.998273,0.989421,0.000000,0.000000,3.270111,1.011736
null,7,individual_inter_event,null,null (no test triggered),-0.000001,-0.095082,1.314132,-0.001497,0.998368,0.002185,6.032258,0.998493,0.998479,-0.008355,0.011109,53.475936,0.963640
null,7,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.024647,3.342336,-0.000663,1.007522,0.002220,120.730769,0.997904,0.563785,0.000000,0.000000,3.185728,1.000000
null,7,individual_dissolved_oxygen,null,null (no test triggered),-0.000009,-0.738566,1.256768,-0.001121,0.986149,0.001844,55.346154,0.998462,0.998665,0.027337,-0.035434,3.474635,0.941533
null,7,composed,null,null (no test triggered),0.000004,0.339090,1.214825,-0.000212,0.996816,0.001883,74.585366,0.998020,0.998631,-0.018317,-0.035422,3.270111,0.952590
null,7,standardized_sum,null,null (no test triggered),-0.000006,-0.491430,1.208531,-0.000328,0.996386,0.001647,32.483516,0.998523,0.998713,0.018838,-0.032372,3.382950,0.958924
null,8,individual_temperature,null,null (no test triggered),0.000002,0.139257,1.300231,0.000241,1.019515,0.001750,36.571429,0.997011,0.998674,0.032324,-0.043918,4.340278,0.941393
null,8,individual_fish_count,null,null (no test triggered),0.000000,-1.536760,1.606676,-0.000311,0.988582,0.001962,24.825000,0.998632,0.988988,0.000000,0.000000,10.070493,1.011736
null,8,individual_inter_event,null,null (no test triggered),0.000012,1.222602,1.257398,-0.002570,0.978257,0.001661,51.026667,0.997653,0.998756,-0.049841,0.031368,2.613013,0.986790
null,8,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.401656,3.203551,-0.001572,0.967695,0.001807,21.740741,0.999099,0.579970,0.000000,0.000000,8.517888,1.000000
null,8,individual_dissolved_oxygen,null,null (no test triggered),-0.000007,-0.647182,1.323358,-0.001055,0.988688,0.001802,48.120690,0.998292,0.998933,-0.036008,-0.004087,3.582945,0.964240
null,8,composed,null,null (no test triggered),-0.000007,-0.583004,1.299641,0.000522,1.003554,0.001943,51.775000,0.998630,0.998686,0.025687,-0.063684,4.828585,0.933947
null,8,standardized_sum,null,null (no test triggered),-0.000016,-1.378069,1.259235,-0.001027,0.965212,0.001618,3.355769,0.998284,0.998744,0.058123,-0.070827,28.653295,0.963945
null,9,individual_temperature,null,null (no test triggered),0.000002,0.207796,1.274446,-0.000456,0.988091,0.001657,32.930556,0.998924,0.998729,-0.024828,0.057407,4.217630,0.958003
null,9,individual_fish_count,null,null (no test triggered),0.000000,1.637151,1.146898,-0.000372,1.005416,0.003128,1113.333333,0.998270,0.988386,0.000000,0.000000,2.994012,1.011736
null,9,individual_inter_event,null,null (no test triggered),-0.000004,-0.484604,1.222026,0.000827,1.023967,0.001717,48.372881,0.998828,0.998969,0.034552,-0.000454,3.503854,0.985321
null,9,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-1.024191,3.357958,0.000000,0.986036,0.001666,19.880597,0.998046,0.563825,0.000000,0.000000,7.507508,1.000000
null,9,individual_dissolved_oxygen,null,null (no test triggered),-0.000007,-0.556271,1.343682,-0.003343,0.950490,0.001599,28.195652,0.998239,0.998624,-0.062912,0.060557,3.855050,0.962377
null,9,composed,null,null (no test triggered),0.000005,0.399192,1.285405,0.000030,1.010905,0.002769,307.500000,0.998344,0.998589,-0.059858,0.051348,5.420054,0.966338
null,9,standardized_sum,null,null (no test triggered),0.000000,0.016495,1.285482,-0.001551,0.981088,0.001790,48.596774,0.998378,0.998722,0.019651,0.015366,3.318951,0.945451
null,10,individual_temperature,null,null (no test triggered),0.000004,0.296147,1.298166,-0.001211,0.986249,0.001829,41.375000,0.996947,0.998548,-0.057349,0.002003,4.315926,0.944513
null,10,individual_fish_count,null,null (no test triggered),0.000000,-0.489534,1.557580,0.000100,0.974094,0.002300,320.600000,0.998460,0.989437,0.000000,0.000000,2.079434,1.011736
null,10,individual_inter_event,null,null (no test triggered),0.000003,0.332170,1.197727,0.000207,1.015069,0.001718,32.548780,0.997956,0.998699,0.033502,-0.002853,3.746722,0.963189
null,10,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.393788,3.322274,0.000000,1.001630,0.001621,9.615385,0.999144,0.568944,0.000000,0.000000,13.333333,1.000000
null,10,individual_dissolved_oxygen,null,null (no test triggered),0.000012,1.008739,1.263804,0.001775,1.025783,0.001992,34.653061,0.997893,0.998829,-0.046321,-0.012047,5.889282,0.965517
null,10,composed,null,null (no test triggered),0.000004,0.304489,1.293242,0.000456,1.008325,0.001709,38.790323,0.999189,0.998806,-0.076535,-0.021356,4.158004,0.926952
null,10,standardized_sum,null,null (no test triggered),0.000008,0.661875,1.245034,0.001102,1.019231,0.001486,12.336842,0.998025,0.998933,-0.083540,0.011209,8.532423,0.948995
null,11,individual_temperature,null,null (no test triggered),-0.000013,-1.125150,1.274623,-0.001766,0.975290,0.001830,98.787234,0.997982,0.999096,-0.042683,0.049741,2.153780,0.925888
null,11,individual_fish_count,null,null (no test triggered),0.000000,-1.581220,1.169655,-0.000257,0.997249,0.001547,44.232143,0.996855,0.987985,0.000000,0.000000,2.018571,1.011736
null,11,individual_inter_event,null,null (no test triggered),-0.000003,-0.368098,1.225026,0.002078,1.048998,0.001839,22.959184,0.996791,0.998667,-0.021981,-0.032139,8.888889,0.959420
null,11,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.598361,3.313548,0.000389,1.015089,0.001979,19.083333,0.997610,0.564962,0.000000,0.000000,14.556041,1.000000
null,11,individual_dissolved_oxygen,null,null (no test triggered),-0.000012,-1.015564,1.265815,-0.000396,0.997990,0.001500,25.366667,0.998368,0.998954,0.006648,0.021866,3.285151,0.961227
null,11,composed,null,null (no test triggered),-0.000027,-2.305093,1.299964,0.000357,1.015656,0.001627,1.259259,0.998154,0.999076,0.003245,0.033451,98.039216,0.946050
null,11,standardized_sum,null,null (no test triggered),-0.000018,-1.573542,1.291991,-0.000529,1.000553,0.001617,6.140845,0.999033,0.998796,-0.027920,0.026781,22.935780,0.947971
null,12,individual_temperature,null,null (no test triggered),0.000002,0.162862,1.243038,0.001160,1.012477,0.001742,33.432836,0.998245,0.998823,-0.060339,-0.041500,4.464286,0.948816
null,12,individual_fish_count,null,null (no test triggered),0.000000,-0.958591,1.098250,-0.000719,0.996847,0.001724,40.039474,0.997784,0.990512,0.000000,0.000000,3.286231,1.011736
null,12,individual_inter_event,null,null (no test triggered),-0.000013,-1.342710,1.206820,0.007953,1.132483,0.002025,21.000000,0.997991,0.998678,0.092638,-0.025449,16.420361,0.961155
null,12,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.917639,3.325769,-0.001061,0.979897,0.002348,189.916667,0.996559,0.566422,0.000000,0.000000,4.387889,1.000000
null,12,individual_dissolved_oxygen,null,null (no test triggered),-0.000020,-1.653456,1.265660,0.002163,1.046824,0.001515,21.112150,0.998649,0.998947,0.055833,-0.014801,4.426737,0.951804
null,12,composed,null,null (no test triggered),-0.000008,-0.664056,1.251950,0.002098,1.037291,0.001777,3.473684,0.998541,0.998599,-0.022388,-0.053045,50.505051,0.928938
null,12,standardized_sum,null,null (no test triggered),0.000013,1.143446,1.283029,0.000672,1.032283,0.001649,37.861111,0.996996,0.998983,-0.010162,-0.032048,3.668379,0.930587
null,13,individual_temperature,null,null (no test triggered),-0.000002,-0.146462,1.267834,0.000337,0.996991,0.001665,2.818182,0.998191,0.998858,0.011662,0.023316,46.082949,0.965253
null,13,individual_fish_count,null,null (no test triggered),0.000000,-0.640167,1.580028,-0.003117,0.944216,0.001831,47.557692,0.998601,0.988505,0.000000,0.000000,4.043672,1.011736
null,13,individual_inter_event,null,null (no test triggered),-0.000001,-0.109207,1.208925,0.004858,1.073476,0.001715,56.779412,0.997812,0.998919,0.040884,-0.054392,2.590003,0.977836
null,13,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,1.435327,3.413104,0.000634,1.007676,0.001626,44.727273,0.998140,0.562957,0.000000,0.000000,2.540650,1.000000
null,13,individual_dissolved_oxygen,null,null (no test triggered),0.000005,0.395874,1.262021,0.001306,1.025317,0.001588,19.590909,0.998299,0.998632,-0.001606,0.007548,5.800464,0.978861
null,13,composed,null,null (no test triggered),-0.000000,-0.036592,1.316418,-0.001576,0.977119,0.001900,86.560976,0.997648,0.998677,0.009394,0.022302,2.817695,0.955165
null,13,standardized_sum,null,null (no test triggered),0.000006,0.518257,1.358411,-0.001764,0.985460,0.002136,206.470588,0.997851,0.998944,0.079711,0.034790,2.849003,0.976521
null,14,individual_temperature,null,null (no test triggered),0.000034,2.825057,1.317813,-0.001143,0.982429,0.001707,55.500000,0.998667,0.999013,-0.093386,0.030558,2.502503,0.931832
null,14,individual_fish_count,null,null (no test triggered),0.000000,1.499315,1.165889,0.002379,1.036228,0.001637,6.013514,0.998455,0.989128,0.000000,0.000000,22.471910,1.011736
null,14,individual_inter_event,null,null (no test triggered),-0.000000,-0.051475,1.215544,-0.000320,1.010342,0.001929,103.975610,0.997661,0.998714,0.008904,-0.070151,2.345766,0.982814
null,14,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.296716,3.332226,0.000000,0.990822,0.001577,46.923077,0.998069,0.568218,0.000000,0.000000,2.341920,1.000000
null,14,individual_dissolved_oxygen,null,null (no test triggered),0.000029,2.532038,1.269450,0.000318,0.989522,0.001993,51.617647,0.998334,0.998557,-0.043087,0.025112,5.698006,0.965650
null,14,composed,null,null (no test triggered),0.000033,2.744479,1.256885,-0.002271,0.960534,0.001745,64.451613,0.998332,0.998888,-0.085130,-0.005164,2.502503,0.978681
null,14,standardized_sum,null,null (no test triggered),0.000025,2.094169,1.323858,0.000149,0.988613,0.001835,23.272727,0.997187,0.998919,-0.058556,0.020993,9.765625,0.955408
null,15,individual_temperature,null,null (no test triggered),0.000007,0.611538,1.349520,-0.002683,0.958949,0.001932,59.478261,0.998408,0.998718,-0.023612,0.015002,3.654971,0.941647
null,15,individual_fish_count,null,null (no test triggered),0.000000,-0.090531,1.594720,0.000825,1.019789,0.001844,50.901961,0.998474,0.990280,0.000000,0.000000,3.852080,1.011736
null,15,individual_inter_event,null,null (no test triggered),0.000008,0.946362,1.299469,0.003526,1.052486,0.001570,8.476190,0.997377,0.998363,-0.028500,0.019384,11.235955,0.972675
null,15,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.857347,3.299687,-0.001786,0.958557,0.001849,89.292683,0.998074,0.568182,0.000000,0.000000,2.731494,1.000000
null,15,individual_dissolved_oxygen,null,null (no test triggered),0.000006,0.499772,1.289894,-0.000737,0.981483,0.002180,153.708333,0.998055,0.998940,0.007022,-0.020287,2.710762,0.950150
null,15,composed,null,null (no test triggered),0.000013,1.013384,1.346997,0.000160,1.015293,0.001479,14.200000,0.998486,0.999166,0.034157,0.033445,6.123699,0.941498
null,15,standardized_sum,null,null (no test triggered),0.000010,0.854314,1.321949,0.001512,1.035621,0.001871,33.244898,0.997169,0.998213,0.011563,-0.006589,6.138735,0.917971
null,16,individual_temperature,null,null (no test triggered),0.000004,0.307807,1.286342,-0.001584,0.968749,0.001629,35.464286,0.997349,0.998749,0.002047,-0.040795,3.356831,0.964608
null,16,individual_fish_count,null,null (no test triggered),0.000000,1.203927,1.530606,0.000930,1.022655,0.002220,41.466667,0.997865,0.988346,0.000000,0.000000,16.077170,1.011736
null,16,individual_inter_event,null,null (no test triggered),0.000007,0.719512,1.325910,0.001394,1.019827,0.002010,140.718750,0.997934,0.998901,-0.007859,0.022778,2.220742,0.969991
null,16,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-2.166594,3.368297,0.001507,1.024907,0.002280,146.333333,0.997322,0.559449,0.000000,0.000000,3.796507,1.000000
null,16,individual_dissolved_oxygen,null,null (no test triggered),-0.000014,-1.204306,1.247972,0.000476,1.029891,0.001643,2.532468,0.997929,0.998933,-0.020950,-0.015659,51.282051,0.946775
null,16,composed,null,null (no test triggered),0.000002,0.137267,1.331689,0.000635,1.017450,0.001933,70.150000,0.997028,0.998939,-0.052320,-0.055021,3.563792,0.960408
null,16,standardized_sum,null,null (no test triggered),-0.000011,-0.972621,1.317687,0.000655,1.033605,0.001740,14.676056,0.999036,0.998581,-0.059189,-0.025053,9.596929,0.966477
null,17,individual_temperature,null,null (no test triggered),-0.000016,-1.324130,1.310427,-0.001151,0.991402,0.001660,20.428571,0.998397,0.998919,0.093843,-0.048193,6.993007,0.957226
null,17,individual_fish_count,null,null (no test triggered),0.000000,0.311694,1.532487,0.000121,0.976838,0.001906,71.140000,0.997753,0.989006,0.000000,0.000000,2.811358,1.011736
null,17,individual_inter_event,null,null (no test triggered),0.000004,0.483182,1.324409,-0.000051,0.973395,0.001637,25.525000,0.998179,0.998517,0.010607,0.049509,4.897160,0.972489
null,17,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.251687,3.319258,-0.001016,0.987809,0.001551,45.708738,0.998216,0.568222,0.000000,0.000000,2.124044,1.000000
null,17,individual_dissolved_oxygen,null,null (no test triggered),-0.000010,-0.860665,1.316644,0.001295,1.021879,0.001666,46.925926,0.998710,0.999115,-0.010538,0.023956,2.630887,0.946684
null,17,composed,null,null (no test triggered),-0.000014,-1.167051,1.321494,0.000349,1.011407,0.001779,74.846154,0.997849,0.998604,0.043712,-0.074454,2.569373,0.951331
null,17,standardized_sum,null,null (no test triggered),-0.000011,-0.847868,1.296595,0.000597,1.000002,0.001579,31.837209,0.997702,0.998872,0.068544,-0.028516,3.652301,0.960077
null,18,individual_temperature,null,null (no test triggered),0.000001,0.045787,1.315269,-0.000165,0.980523,0.001402,7.366013,0.998560,0.998941,-0.038871,0.000756,8.873114,0.959436
null,18,individual_fish_count,null,null (no test triggered),0.000000,0.418151,1.088986,0.000452,1.007078,0.001854,5.180000,0.996700,0.989714,0.000000,0.000000,38.610039,1.011736
null,18,individual_inter_event,null,null (no test triggered),0.000018,1.950835,1.329192,-0.001934,0.962856,0.001724,71.918033,0.998730,0.998622,-0.013497,0.067693,2.279462,0.956986
null,18,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,1.901635,3.284166,0.000930,0.999168,0.001799,19.317460,0.997981,0.573314,0.000000,0.000000,8.216927,1.000000
null,18,individual_dissolved_oxygen,null,null (no test triggered),-0.000001,-0.081715,1.252774,-0.000445,0.998780,0.001797,83.058824,0.997300,0.998751,0.005756,0.045026,2.360718,0.966788
null,18,composed,null,null (no test triggered),0.000013,1.154253,1.293467,-0.001475,0.973380,0.002039,53.969697,0.998439,0.998782,-0.022738,0.078007,5.614823,0.955602
null,18,standardized_sum,null,null (no test triggered),0.000006,0.562622,1.338787,-0.000561,1.004775,0.001718,30.000000,0.997545,0.998911,0.027680,0.017346,5.555556,0.950509
null,19,individual_temperature,null,null (no test triggered),-0.000002,-0.163146,1.302735,0.000270,1.028936,0.001583,28.475000,0.998441,0.998813,0.011678,-0.024555,4.389816,0.969647
null,19,individual_fish_count,null,null (no test triggered),0.000000,0.364591,1.526578,-0.000563,1.026505,0.001730,33.921569,0.998769,0.989079,0.000000,0.000000,5.780347,1.011736
null,19,individual_inter_event,null,null (no test triggered),-0.000014,-1.446987,1.393588,0.000565,0.960826,0.002111,60.655172,0.997963,0.998726,-0.054854,-0.035037,5.685048,0.964051
null,19,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.044555,3.360362,0.000000,1.023853,0.001535,37.729730,0.998411,0.564117,0.000000,0.000000,2.387775,1.000000
null,19,individual_dissolved_oxygen,null,null (no test triggered),-0.000006,-0.553522,1.325736,-0.004099,0.936813,0.001576,32.782609,0.999249,0.998738,-0.052216,0.038444,3.315650,0.967023
null,19,composed,null,null (no test triggered),-0.000004,-0.316623,1.324932,0.000203,0.996141,0.001563,35.326531,0.997256,0.998957,-0.055419,0.035816,2.888504,0.935241
null,19,standardized_sum,null,null (no test triggered),0.000004,0.339469,1.325692,-0.000133,0.987767,0.001834,87.456140,0.997546,0.998686,-0.007879,0.026582,2.006018,0.935385
null,20,individual_temperature,null,null (no test triggered),0.000003,0.296147,1.292080,-0.001964,0.965386,0.001790,50.769231,0.996294,0.998890,0.028264,0.010302,3.787879,0.969293
null,20,individual_fish_count,null,null (no test triggered),0.000000,1.469549,1.596824,-0.001027,0.976977,0.001988,129.875000,0.998359,0.990148,0.000000,0.000000,3.208213,1.011736
null,20,individual_inter_event,null,null (no test triggered),-0.000001,-0.067306,1.344605,-0.003021,0.960674,0.001644,56.825000,0.997607,0.998897,0.018729,0.025268,2.199736,0.967505
null,20,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.624810,3.316755,0.000000,0.995062,0.001718,6.125000,0.999255,0.568950,0.000000,0.000000,22.675737,1.000000
null,20,individual_dissolved_oxygen,null,null (no test triggered),0.000013,1.094057,1.314217,0.000035,1.012605,0.001659,38.263158,0.998663,0.998408,-0.029901,-0.056259,2.751032,0.948293
null,20,composed,null,null (no test triggered),0.000024,2.039755,1.311924,-0.002013,0.976824,0.001737,60.444444,0.997949,0.998956,-0.043151,0.034675,2.297794,0.958144
null,20,standardized_sum,null,null (no test triggered),0.000013,1.103441,1.317648,-0.002229,0.967640,0.001779,59.734375,0.997245,0.999042,-0.056769,0.003316,2.615747,0.940361
null,21,individual_temperature,null,null (no test triggered),0.000002,0.182295,1.352634,0.001971,1.014961,0.001807,34.140351,0.998694,0.998914,0.029201,0.027868,5.138746,0.956756
null,21,individual_fish_count,null,null (no test triggered),0.000000,-2.914640,1.187519,0.000778,1.019014,0.001554,15.922222,0.998246,0.988226,0.000000,0.000000,6.978367,1.011736
null,21,individual_inter_event,null,null (no test triggered),-0.000011,-1.202979,1.209453,-0.000724,1.003460,0.001637,18.893333,0.997782,0.998861,-0.038439,-0.049630,7.057163,0.965929
null,21,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.347053,3.264886,0.000000,1.015454,0.001531,29.747748,0.997595,0.575576,0.000000,0.000000,3.028468,1.000000
null,21,individual_dissolved_oxygen,null,null (no test triggered),0.000005,0.484604,1.231122,0.002638,1.030174,0.001636,25.623377,0.996943,0.998899,0.002421,0.010791,5.068424,0.944746
null,21,composed,null,null (no test triggered),-0.000015,-1.358920,1.267496,0.001049,1.030924,0.001878,66.025000,0.998447,0.998910,0.034381,0.071863,3.786445,0.957337
null,21,standardized_sum,null,null (no test triggered),-0.000002,-0.165990,1.227295,0.001160,1.016066,0.001632,51.012048,0.998298,0.998707,0.015981,0.096429,2.361833,0.952234
