condition,rep,signal,label,kill_log,f_S,f_Z_MK,f_R_curve,f_rho_env,f_E_ratio,f_G_spec,f_Q_spec,f_K_01,f_PE,f_med_first,f_med_last,f_peak_period,f_MAD_dx
oscillation,78,individual_fish_count,oscillatory,periodicity→oscillatory,0.000000,-0.186846,1.139864,0.001535,1.026664,0.042674,20.000000,0.998285,0.988361,0.000000,0.000000,500.000000,1.011736
oscillation,78,individual_inter_event,oscillatory,periodicity→oscillatory,-0.000003,-0.376535,1.247823,-0.000213,1.017719,0.004005,10.000000,0.998939,0.998822,0.010900,0.041123,500.000000,0.973262
oscillation,78,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.009764,3.409488,0.000098,1.005055,0.002257,39.333333,0.998551,0.561565,0.000000,0.000000,12.106538,1.000000
oscillation,78,individual_dissolved_oxygen,oscillatory,periodicity→oscillatory,-0.000011,-0.941907,1.273353,-0.001043,0.973840,0.017529,20.000000,0.998565,0.998907,-0.023061,-0.044685,500.000000,0.958939
oscillation,78,composed,oscillatory,periodicity→oscillatory,-0.000016,-1.236821,1.287193,0.001436,1.018268,0.061010,20.000000,0.998732,0.998367,-0.015139,-0.031816,500.000000,0.933742
oscillation,78,standardized_sum,oscillatory,periodicity→oscillatory,-0.000014,-1.114722,1.275662,0.001112,1.007590,0.029620,20.000000,0.999005,0.999061,0.016014,-0.013091,500.000000,0.939763
oscillation,79,individual_temperature,oscillatory,periodicity→oscillatory,-0.000013,-1.082207,1.326296,-0.000326,0.981050,0.004554,20.000000,0.998549,0.998760,0.029762,0.043054,500.000000,0.950542
oscillation,79,individual_fish_count,oscillatory,periodicity→oscillatory,0.000000,-0.491904,1.586799,-0.002737,0.940311,0.045913,20.000000,0.998971,0.989425,0.000000,0.000000,500.000000,1.011736
oscillation,79,individual_inter_event,oscillatory,periodicity→oscillatory,-0.000006,-0.604807,1.289868,-0.001238,0.978714,0.005026,20.000000,0.998293,0.998412,0.018310,0.013920,500.000000,0.978397
oscillation,79,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.092048,3.301774,0.001719,1.029759,0.001917,0.434783,0.998416,0.568558,0.000000,0.000000,500.000000,1.000000
oscillation,79,individual_dissolved_oxygen,oscillatory,periodicity→oscillatory,-0.000005,-0.444600,1.310822,0.000757,1.026600,0.020713,20.000000,0.997634,0.999130,-0.155272,0.021958,500.000000,0.951678
oscillation,79,composed,oscillatory,periodicity→oscillatory,-0.000012,-1.004378,1.321103,-0.001350,0.961507,0.061493,20.000000,0.999136,0.998892,-0.018316,-0.020966,500.000000,0.906866
oscillation,79,standardized_sum,oscillatory,periodicity→oscillatory,-0.000008,-0.729276,1.304619,0.000112,1.003656,0.028517,20.000000,0.997727,0.998801,0.002165,-0.031876,500.000000,0.911776
oscillation,80,individual_temperature,oscillatory,periodicity→oscillatory,-0.000011,-0.941717,1.308164,0.000427,1.008525,0.006332,20.000000,0.998842,0.998668,-0.045166,-0.030812,500.000000,0.959040
oscillation,80,individual_fish_count,oscillatory,periodicity→oscillatory,0.000000,-2.376001,1.181171,-0.001136,0.988314,0.045529,20.000000,0.998245,0.989434,0.000000,0.000000,500.000000,1.011736
oscillation,80,individual_inter_event,oscillatory,periodicity→oscillatory,-0.000016,-1.689384,1.206251,0.004871,1.091977,0.003458,10.000000,0.998441,0.999012,0.030998,-0.013629,500.000000,0.968594
oscillation,80,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.752028,3.448297,0.001183,1.003284,0.001803,73.134615,0.997618,0.558208,0.000000,0.000000,2.629503,1.000000
oscillation,80,individual_dissolved_oxygen,oscillatory,periodicity→oscillatory,-0.000014,-1.190465,1.271985,0.000958,1.015909,0.016719,20.000000,0.998348,0.998807,0.060682,-0.003962,500.000000,0.995604
oscillation,80,composed,oscillatory,periodicity→oscillatory,-0.000035,-2.834252,1.309273,0.001981,1.031465,0.060931,20.000000,0.998634,0.998577,0.023149,-0.027408,500.000000,0.923752
oscillation,80,standardized_sum,oscillatory,periodicity→oscillatory,-0.000013,-1.100218,1.358225,0.001483,1.027419,0.028608,20.000000,0.997401,0.998785,-0.019141,0.035297,500.000000,0.926343
oscillation,81,individual_temperature,oscillatory,periodicity→oscillatory,0.000001,0.117454,1.268813,0.000333,0.990359,0.005277,20.000000,0.997701,0.998890,-0.007678,-0.013169,500.000000,0.926224
oscillation,81,individual_fish_count,oscillatory,periodicity→oscillatory,0.000000,-0.392461,1.609214,0.001868,1.017278,0.047292,20.000000,0.998398,0.988403,0.000000,0.000000,500.000000,1.011736
oscillation,81,individual_inter_event,null,null (no test triggered),-0.000001,-0.071856,1.217395,0.003776,1.043733,0.002500,2.000000,0.998483,0.998885,0.017257,-0.013200,500.000000,0.971168
oscillation,81,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.426967,3.378350,-0.002083,0.962250,0.001742,16.328125,0.998288,0.561944,0.000000,0.000000,9.569378,1.000000
oscillation,81,individual_dissolved_oxygen,oscillatory,periodicity→oscillatory,0.000003,0.270931,1.291621,0.000765,1.020751,0.020305,20.000000,0.997364,0.998581,-0.048968,-0.007511,500.000000,0.959493
oscillation,81,composed,oscillatory,periodicity→oscillatory,-0.000000,-0.030051,1.260516,-0.000304,0.989904,0.061725,20.000000,0.997632,0.998824,0.017226,-0.062872,500.000000,0.913687
oscillation,81,standardized_sum,oscillatory,periodicity→oscillatory,0.000002,0.161630,1.312492,-0.000355,0.977196,0.032679,20.000000,0.998219,0.998776,-0.030449,-0.019045,500.000000,0.915241
oscillation,82,individual_temperature,oscillatory,periodicity→oscillatory,-0.000038,-3.202445,1.302952,0.001564,1.042389,0.004841,20.000000,0.998741,0.998767,-0.052861,-0.083244,500.000000,0.968799
oscillation,82,individual_fish_count,oscillatory,periodicity→oscillatory,0.000000,0.267613,1.567792,-0.000403,1.022425,0.048931,20.000000,0.997571,0.989086,0.000000,0.000000,500.000000,1.011736
oscillation,82,individual_inter_event,oscillatory,periodicity→oscillatory,-0.000008,-0.809664,1.385652,-0.002166,0.963030,0.006206,20.000000,0.997667,0.999039,-0.016754,-0.036250,500.000000,0.972865
oscillation,82,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,1.451632,3.297647,0.001654,1.033992,0.002056,76.483871,0.999109,0.570991,0.000000,0.000000,4.217630,1.000000
oscillation,82,individual_dissolved_oxygen,oscillatory,periodicity→oscillatory,0.000007,0.568026,1.286268,-0.000845,0.983977,0.017137,20.000000,0.998997,0.998957,-0.039184,0.052968,500.000000,0.937880
oscillation,82,composed,oscillatory,periodicity→oscillatory,-0.000017,-1.311901,1.272349,0.000895,1.024227,0.062768,20.000000,0.998516,0.998721,-0.012315,-0.008059,500.000000,0.936611
oscillation,82,standardized_sum,oscillatory,periodicity→oscillatory,0.000003,0.284582,1.361656,-0.000600,0.992234,0.027545,20.000000,0.997267,0.998838,-0.032502,0.017163,500.000000,0.931689
oscillation,83,individual_temperature,oscillatory,periodicity→oscillatory,0.000005,0.432181,1.263046,0.000661,0.995697,0.004385,20.000000,0.998046,0.998776,0.058502,-0.008299,500.000000,0.951403
oscillation,83,individual_fish_count,oscillatory,periodicity→oscillatory,0.000000,0.035075,1.557786,0.001123,1.014681,0.044450,20.000000,0.997061,0.987096,0.000000,0.000000,500.000000,1.011736
oscillation,83,individual_inter_event,oscillatory,periodicity→oscillatory,0.000016,1.647484,1.332542,-0.004701,0.890912,0.005286,20.000000,0.998453,0.999046,-0.026572,0.024598,500.000000,0.974522
oscillation,83,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.868060,3.345633,0.000000,0.986324,0.001742,41.217391,0.995478,0.567576,0.000000,0.000000,3.516174,1.000000
oscillation,83,individual_dissolved_oxygen,oscillatory,periodicity→oscillatory,-0.000002,-0.185898,1.292894,0.001437,1.024774,0.022208,20.000000,0.996789,0.999106,0.046708,0.032946,500.000000,0.926165
oscillation,83,composed,oscillatory,periodicity→oscillatory,0.000007,0.543284,1.285441,0.003457,1.047031,0.059807,20.000000,0.998882,0.998568,0.069336,-0.016543,500.000000,0.928075
oscillation,83,standardized_sum,oscillatory,periodicity→oscillatory,-0.000010,-0.802555,1.261471,-0.000288,0.984877,0.024967,20.000000,0.997929,0.998801,0.043617,-0.025413,500.000000,0.947574
oscillation,84,individual_temperature,oscillatory,periodicity→oscillatory,-0.000007,-0.570301,1.288020,0.000151,0.999453,0.003877,6.666667,0.998823,0.998571,0.041704,0.016450,500.000000,0.952242
oscillation,84,individual_fish_count,oscillatory,periodicity→oscillatory,0.000000,0.278515,1.121503,-0.001191,0.982128,0.056806,20.000000,0.998793,0.988423,0.000000,0.000000,500.000000,1.011736
oscillation,84,individual_inter_event,oscillatory,periodicity→oscillatory,0.000001,0.094229,1.211088,0.006152,1.118963,0.007126,20.000000,0.998062,0.998632,0.005276,-0.103345,500.000000,0.957213
oscillation,84,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.062471,3.277656,0.000623,1.012301,0.002291,237.200000,0.997880,0.574628,0.000000,0.000000,2.107926,1.000000
oscillation,84,individual_dissolved_oxygen,oscillatory,periodicity→oscillatory,-0.000018,-1.484432,1.315766,-0.000069,0.998369,0.028330,20.000000,0.998355,0.999021,0.016531,0.023635,500.000000,0.953711
oscillation,84,composed,oscillatory,periodicity→oscillatory,-0.000010,-0.821324,1.297864,0.000829,1.013071,0.072522,20.000000,0.998787,0.998653,-0.027934,-0.017743,500.000000,0.896238
oscillation,84,standardized_sum,oscillatory,periodicity→oscillatory,-0.000012,-0.989874,1.299029,-0.000032,1.025395,0.031680,20.000000,0.998720,0.998991,-0.024361,0.052075,500.000000,0.954526
oscillation,85,individual_temperature,oscillatory,periodicity→oscillatory,-0.000010,-0.823600,1.357337,-0.000676,0.981540,0.004486,20.000000,0.997797,0.998965,0.026428,0.028428,500.000000,0.952266
oscillation,85,individual_fish_count,oscillatory,periodicity→oscillatory,0.000000,0.347148,1.564863,0.000012,0.987091,0.050304,20.000000,0.998579,0.987537,0.000000,0.000000,500.000000,1.011736
oscillation,85,individual_inter_event,oscillatory,periodicity→oscillatory,0.000011,1.293226,1.224329,0.002295,1.062476,0.004374,20.000000,0.998429,0.998825,0.040876,0.027617,500.000000,1.007206
oscillation,85,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.123900,3.412058,0.001275,1.028628,0.001560,15.836538,0.998368,0.559093,0.000000,0.000000,6.071645,1.000000
oscillation,85,individual_dissolved_oxygen,oscillatory,periodicity→oscillatory,-0.000004,-0.374544,1.283841,0.000304,1.025293,0.017429,20.000000,0.997629,0.998672,0.033642,-0.011739,500.000000,0.945616
oscillation,85,composed,oscillatory,periodicity→oscillatory,0.000003,0.213105,1.329250,0.002153,1.036756,0.063183,20.000000,0.997673,0.998783,0.005809,0.005333,500.000000,0.946066
oscillation,85,standardized_sum,oscillatory,periodicity→oscillatory,-0.000011,-0.930247,1.281124,0.002128,1.032016,0.028490,20.000000,0.998265,0.999007,-0.009083,0.017474,500.000000,0.945357
oscillation,86,individual_temperature,oscillatory,periodicity→oscillatory,0.000001,0.102950,1.284832,0.001126,1.002737,0.004111,20.000000,0.996781,0.998176,0.015328,-0.010575,500.000000,0.957374
oscillation,86,individual_fish_count,oscillatory,periodicity→oscillatory,0.000000,0.275671,1.109039,0.000691,1.005306,0.041123,20.000000,0.998874,0.987818,0.000000,0.000000,500.000000,1.011736
oscillation,86,individual_inter_event,oscillatory,periodicity→oscillatory,0.000005,0.550014,1.228140,0.000451,0.986954,0.004703,20.000000,0.998699,0.998720,0.064209,-0.051135,500.000000,0.990457
oscillation,86,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.563381,3.409481,0.000000,1.013865,0.001476,16.372881,0.998270,0.560924,0.000000,0.000000,5.175983,1.000000
oscillation,86,individual_dissolved_oxygen,oscillatory,periodicity→oscillatory,-0.000007,-0.608410,1.318921,-0.000090,1.006359,0.019628,20.000000,0.997051,0.998754,0.045323,-0.007565,500.000000,0.970548
oscillation,86,composed,oscillatory,periodicity→oscillatory,0.000004,0.336531,1.332793,0.000289,0.983065,0.055187,20.000000,0.998351,0.998492,0.001586,0.069146,500.000000,0.931106
oscillation,86,standardized_sum,oscillatory,periodicity→oscillatory,-0.000008,-0.683679,1.340177,0.000930,1.014090,0.023970,20.000000,0.998518,0.998911,-0.029101,0.055899,500.000000,0.932091
oscillation,87,individual_temperature,oscillatory,periodicity→oscillatory,0.000006,0.509252,1.262667,-0.000996,0.966892,0.004393,20.000000,0.997961,0.998959,0.008255,-0.047494,500.000000,0.967591
oscillation,87,individual_fish_count,oscillatory,periodicity→oscillatory,0.000000,-1.525764,1.143874,-0.000321,0.992885,0.048853,20.000000,0.996292,0.988999,0.000000,0.000000,500.000000,1.011736
oscillation,87,individual_inter_event,oscillatory,periodicity→oscillatory,0.000007,0.761792,1.263221,-0.001396,0.993406,0.004596,20.000000,0.997027,0.998788,0.057572,0.003632,500.000000,0.983362
oscillation,87,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.706904,3.321262,0.001066,1.016275,0.002114,86.173913,0.998129,0.569715,0.000000,0.000000,5.045409,1.000000
oscillation,87,individual_dissolved_oxygen,oscillatory,periodicity→oscillatory,-0.000022,-1.777072,1.309313,0.001035,1.009671,0.019522,20.000000,0.998036,0.998572,-0.009129,0.032590,500.000000,0.924422
oscillation,87,composed,oscillatory,periodicity→oscillatory,-0.000015,-1.208951,1.277080,0.001423,1.032570,0.061642,20.000000,0.998727,0.998481,-0.027492,-0.031142,500.000000,0.917430
oscillation,87,standardized_sum,oscillatory,periodicity→oscillatory,-0.000010,-0.845498,1.261255,0.002134,1.027374,0.029511,20.000000,0.998335,0.998589,0.010824,-0.043726,500.000000,0.946363
oscillation,88,individual_temperature,null,null (no test triggered),-0.000003,-0.250739,1.294190,0.000877,1.008997,0.002048,0.555556,0.998517,0.999082,-0.041380,0.060113,500.000000,0.949898
oscillation,88,individual_fish_count,oscillatory,periodicity→oscillatory,0.000000,-0.867396,1.085851,-0.000919,0.963254,0.051800,20.000000,0.998556,0.989715,0.000000,0.000000,500.000000,1.011736
oscillation,88,individual_inter_event,oscillatory,periodicity→oscillatory,-0.000005,-0.552100,1.225775,0.001283,1.001485,0.004941,20.000000,0.998399,0.999050,0.016274,0.003223,500.000000,0.958986
oscillation,88,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.116885,3.341139,-0.000510,0.990713,0.002002,86.216216,0.997753,0.566243,0.000000,0.000000,3.134796,1.000000
oscillation,88,individual_dissolved_oxygen,oscillatory,periodicity→oscillatory,-0.000011,-0.968545,1.273102,-0.000500,0.982796,0.021213,20.000000,0.998426,0.998810,-0.010930,0.015410,500.000000,0.925018
oscillation,88,composed,oscillatory,periodicity→oscillatory,-0.000012,-0.924369,1.290971,-0.001381,0.960916,0.060267,20.000000,0.996836,0.998763,-0.027578,-0.026238,500.000000,0.933875
oscillation,88,standardized_sum,oscillatory,periodicity→oscillatory,-0.000012,-0.954325,1.293859,-0.001529,0.967066,0.027057,20.000000,0.996853,0.998695,-0.045090,-0.038643,500.000000,0.919213
oscillation,89,individual_temperature,oscillatory,periodicity→oscillatory,-0.000010,-0.841232,1.312179,0.001026,1.022269,0.005597,20.000000,0.997793,0.998851,-0.024477,0.019054,500.000000,0.943433
oscillation,89,individual_fish_count,oscillatory,periodicity→oscillatory,0.000000,-0.372648,1.589989,0.000468,1.027694,0.048632,20.000000,0.998326,0.988184,0.000000,0.000000,500.000000,1.011736
oscillation,89,individual_inter_event,oscillatory,periodicity→oscillatory,-0.000006,-0.646234,1.291375,-0.001047,1.004725,0.006004,20.000000,0.998349,0.998680,0.058530,-0.030690,500.000000,0.987761
oscillation,89,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-1.627576,3.362482,0.000465,1.024100,0.002588,3.333333,0.998632,0.566115,0.000000,0.000000,500.000000,1.000000
oscillation,89,individual_dissolved_oxygen,oscillatory,periodicity→oscillatory,0.000017,1.432673,1.283792,-0.000702,0.982078,0.017052,20.000000,0.999007,0.998400,0.025915,-0.016836,500.000000,0.954745
oscillation,89,composed,oscillatory,periodicity→oscillatory,-0.000004,-0.300792,1.317246,0.000640,1.012329,0.065993,20.000000,0.998429,0.998913,-0.043097,0.013985,500.000000,0.931126
oscillation,89,standardized_sum,oscillatory,periodicity→oscillatory,-0.000010,-0.817248,1.303720,-0.002071,0.967714,0.029928,20.000000,0.998474,0.998727,-0.022530,-0.004694,500.000000,0.939407
oscillation,90,individual_temperature,oscillatory,periodicity→oscillatory,0.000004,0.344209,1.259498,0.000160,0.990683,0.005111,20.000000,0.997975,0.998834,-0.021306,0.061814,500.000000,0.948730
oscillation,90,individual_fish_count,oscillatory,periodicity→oscillatory,0.000000,0.559684,1.587648,-0.000469,0.999731,0.043627,20.000000,0.994870,0.989535,0.000000,0.000000,500.000000,1.011736
oscillation,90,individual_inter_event,oscillatory,periodicity→oscillatory,-0.000003,-0.358903,1.221887,0.000650,1.040579,0.006349,20.000000,0.996716,0.998849,0.031944,-0.084202,500.000000,0.968134
oscillation,90,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.576842,3.351610,-0.001587,0.979931,0.001999,3.400000,0.996491,0.567438,0.000000,0.000000,73.529412,1.000000
oscillation,90,individual_dissolved_oxygen,oscillatory,periodicity→oscillatory,0.000010,0.816964,1.340150,0.000819,1.001123,0.022002,20.000000,0.998794,0.999096,-0.055812,-0.048678,500.000000,0.946428
oscillation,90,composed,oscillatory,periodicity→oscillatory,0.000010,0.903514,1.307324,0.000769,1.001609,0.063943,20.000000,0.997874,0.998779,-0.057039,0.008010,500.000000,0.926078
oscillation,90,standardized_sum,oscillatory,periodicity→oscillatory,0.000010,0.852797,1.284618,-0.000560,0.954554,0.027402,20.000000,0.998278,0.998968,-0.082452,0.034542,500.000000,0.940331
oscillation,91,individual_temperature,oscillatory,periodicity→oscillatory,0.000015,1.305739,1.309745,0.000889,1.021089,0.005142,20.000000,0.998637,0.999122,-0.045527,0.050963,500.000000,0.966385
oscillation,91,individual_fish_count,oscillatory,periodicity→oscillatory,0.000000,-1.657722,1.115775,0.000000,0.979019,0.048664,20.000000,0.997337,0.988811,0.000000,0.000000,500.000000,1.011736
oscillation,91,individual_inter_event,oscillatory,periodicity→oscillatory,0.000011,1.151978,1.258140,-0.002060,0.930212,0.006578,20.000000,0.997802,0.999047,-0.070275,0.076432,500.000000,0.979761
oscillation,91,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.344304,3.299246,0.001075,1.011466,0.001909,0.444444,0.997756,0.571090,0.000000,0.000000,500.000000,1.000000
oscillation,91,individual_dissolved_oxygen,oscillatory,periodicity→oscillatory,-0.000004,-0.363548,1.319222,0.000737,1.014870,0.022602,20.000000,0.998878,0.999140,-0.036889,0.004208,500.000000,0.940284
oscillation,91,composed,oscillatory,periodicity→oscillatory,0.000002,0.166559,1.301022,-0.000067,0.982029,0.069687,20.000000,0.998352,0.998749,-0.076633,-0.016274,500.000000,0.930452
oscillation,91,standardized_sum,oscillatory,periodicity→oscillatory,-0.000009,-0.719512,1.285545,-0.001885,0.959008,0.031519,20.000000,0.996830,0.998615,-0.001523,-0.025771,500.000000,0.961731
oscillation,92,individual_temperature,oscillatory,periodicity→oscillatory,0.000003,0.316718,1.304144,-0.002200,0.948054,0.004008,20.000000,0.997674,0.999133,-0.030596,-0.007093,500.000000,0.948482
oscillation,92,individual_fish_count,oscillatory,periodicity→oscillatory,0.000000,0.906073,1.162718,-0.002237,0.975885,0.042399,20.000000,0.997775,0.987665,0.000000,0.000000,500.000000,1.011736
oscillation,92,individual_inter_event,oscillatory,periodicity→oscillatory,0.000011,1.224687,1.346319,0.000178,1.041888,0.004999,20.000000,0.998575,0.998673,-0.074670,0.064814,500.000000,0.991429
oscillation,92,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.288563,3.333333,-0.000361,0.995110,0.001618,45.036145,0.998744,0.564805,0.000000,0.000000,2.675227,1.000000
oscillation,92,individual_dissolved_oxygen,oscillatory,periodicity→oscillatory,0.000003,0.223817,1.259256,0.000602,1.005325,0.017323,20.000000,0.998091,0.999156,-0.006532,-0.066824,500.000000,0.937310
oscillation,92,composed,oscillatory,periodicity→oscillatory,0.000013,1.083913,1.296407,0.001593,1.012829,0.054241,20.000000,0.996274,0.998789,-0.023911,-0.024803,500.000000,0.939154
oscillation,92,standardized_sum,oscillatory,periodicity→oscillatory,0.000003,0.225333,1.292382,0.002678,1.035647,0.022345,20.000000,0.996956,0.998360,-0.025584,-0.046483,500.000000,0.942953
oscillation,93,individual_temperature,oscillatory,periodicity→oscillatory,0.000000,0.012608,1.255099,0.002491,1.033581,0.006891,20.000000,0.999175,0.998373,-0.080807,0.055367,500.000000,0.951601
oscillation,93,individual_fish_count,oscillatory,periodicity→oscillatory,0.000000,-1.350294,1.106519,0.000983,1.037412,0.049471,20.000000,0.997681,0.987955,0.000000,0.000000,500.000000,1.011736
oscillation,93,individual_inter_event,oscillatory,periodicity→oscillatory,-0.000009,-0.877065,1.379666,-0.001981,1.001969,0.004157,20.000000,0.998995,0.998861,-0.042077,-0.037061,500.000000,0.955484
oscillation,93,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.180873,3.349191,-0.000799,1.010239,0.001703,0.298507,0.997658,0.565995,0.000000,0.000000,500.000000,1.000000
oscillation,93,individual_dissolved_oxygen,oscillatory,periodicity→oscillatory,-0.000004,-0.284487,1.235678,-0.002541,0.943179,0.020707,20.000000,0.998204,0.998880,0.006873,-0.036398,500.000000,0.932668
oscillation,93,composed,oscillatory,periodicity→oscillatory,-0.000016,-1.237769,1.309365,0.002573,1.028352,0.069205,20.000000,0.997274,0.998772,-0.034390,-0.025207,500.000000,0.900461
oscillation,93,standardized_sum,oscillatory,periodicity→oscillatory,-0.000006,-0.504038,1.318809,-0.000427,1.001725,0.035359,20.000000,0.996710,0.998768,-0.005328,-0.019396,500.000000,0.936950
oscillation,94,individual_temperature,oscillatory,periodicity→oscillatory,0.000000,0.024363,1.240040,-0.000646,0.987779,0.004738,20.000000,0.995319,0.998790,-0.028658,0.044405,500.000000,0.957055
oscillation,94,individual_fish_count,oscillatory,periodicity→oscillatory,0.000000,0.504891,1.150992,-0.000792,0.989552,0.041841,20.000000,0.998451,0.987651,0.000000,0.000000,500.000000,1.011736
oscillation,94,individual_inter_event,oscillatory,periodicity→oscillatory,0.000002,0.278230,1.200053,0.001170,1.043347,0.003361,10.000000,0.998539,0.999012,0.019738,-0.037715,500.000000,0.968097
oscillation,94,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.850712,1.430150,0.004428,1.050052,0.002052,6.260870,0.997483,0.569329,0.000000,0.000000,69.444444,1.000000
oscillation,94,individual_dissolved_oxygen,oscillatory,periodicity→oscillatory,-0.000002,-0.164853,1.367282,0.000938,1.014548,0.017139,20.000000,0.998453,0.998982,-0.056163,-0.011136,500.000000,0.956270
oscillation,94,composed,oscillatory,periodicity→oscillatory,0.000006,0.475219,1.263462,-0.000286,0.986858,0.055910,20.000000,0.998277,0.999095,-0.015929,0.011980,500.000000,0.918097
oscillation,94,standardized_sum,oscillatory,periodicity→oscillatory,0.000005,0.489439,1.220053,-0.000384,0.987836,0.028260,20.000000,0.997494,0.998403,-0.073271,0.090712,500.000000,0.962760
oscillation,95,individual_temperature,oscillatory,periodicity→oscillatory,0.000002,0.201539,1.308547,-0.002826,0.959397,0.005064,20.000000,0.998754,0.999035,-0.031876,0.079735,500.000000,0.951788
oscillation,95,individual_fish_count,oscillatory,periodicity→oscillatory,0.000000,1.775176,1.589475,0.000181,1.000949,0.041942,20.000000,0.998046,0.990239,0.000000,0.000000,500.000000,1.011736
oscillation,95,individual_inter_event,oscillatory,periodicity→oscillatory,0.000014,1.401864,1.324505,-0.004077,0.969712,0.004145,20.000000,0.996985,0.998806,0.012539,0.024440,500.000000,0.958547
oscillation,95,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.133664,3.361375,0.000301,0.984406,0.001533,27.990909,0.998916,0.567842,0.000000,0.000000,3.247808,1.000000
oscillation,95,individual_dissolved_oxygen,oscillatory,periodicity→oscillatory,-0.000006,-0.573809,1.302106,-0.001187,0.975710,0.017834,20.000000,0.998324,0.998824,-0.035670,0.012242,500.000000,0.962762
oscillation,95,composed,oscillatory,periodicity→oscillatory,0.000015,1.258056,1.299786,-0.000308,1.004075,0.056851,20.000000,0.996891,0.998938,0.009914,0.018530,500.000000,0.940556
oscillation,95,standardized_sum,oscillatory,periodicity→oscillatory,0.000005,0.375682,1.306312,-0.000600,0.998969,0.027375,20.000000,0.997647,0.998698,0.022609,0.004328,500.000000,0.945247
oscillation,96,individual_temperature,oscillatory,periodicity→oscillatory,-0.000015,-1.336833,1.321799,0.001372,1.019067,0.004492,20.000000,0.998535,0.998832,0.075748,0.034718,500.000000,0.971912
oscillation,96,individual_fish_count,oscillatory,periodicity→oscillatory,0.000000,-0.060955,1.167726,-0.000137,0.981378,0.051134,20.000000,0.998782,0.988442,0.000000,0.000000,500.000000,1.011736
oscillation,96,individual_inter_event,null,null (no test triggered),-0.000011,-1.149987,1.315182,0.002521,1.046409,0.001733,17.538462,0.999101,0.998808,0.008351,0.003327,7.309942,0.972106
oscillation,96,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-1.123159,3.298229,0.001149,1.005021,0.001397,24.903226,0.997568,0.569927,0.000000,0.000000,2.590674,1.000000
oscillation,96,individual_dissolved_oxygen,oscillatory,periodicity→oscillatory,0.000007,0.659790,1.267598,0.000641,1.019839,0.020436,20.000000,0.998407,0.998851,-0.069962,0.021809,500.000000,0.953786
oscillation,96,composed,oscillatory,periodicity→oscillatory,-0.000013,-1.120410,1.312976,0.000064,0.980142,0.061192,20.000000,0.998896,0.998179,0.013231,-0.013749,500.000000,0.934783
oscillation,96,standardized_sum,oscillatory,periodicity→oscillatory,-0.000003,-0.266665,1.318308,0.000246,0.994417,0.032105,20.000000,0.997798,0.998918,0.003696,-0.040034,500.000000,0.938415
oscillation,97,individual_temperature,oscillatory,periodicity→oscillatory,0.000017,1.416652,1.289563,0.000896,1.004371,0.007376,20.000000,0.997381,0.998610,0.006408,-0.013399,500.000000,0.932591
oscillation,97,individual_fish_count,oscillatory,periodicity→oscillatory,0.000000,0.140205,1.085621,0.001454,1.027676,0.042013,20.000000,0.997417,0.986244,0.000000,0.000000,500.000000,1.011736
oscillation,97,individual_inter_event,oscillatory,periodicity→oscillatory,-0.000000,-0.005972,1.310164,0.001936,1.021532,0.005480,20.000000,0.998251,0.998930,-0.021097,0.038856,500.000000,0.992393
oscillation,97,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.432560,3.491659,-0.000524,1.007850,0.001704,42.855422,0.998074,0.551354,0.000000,0.000000,2.811358,1.000000
oscillation,97,individual_dissolved_oxygen,oscillatory,periodicity→oscillatory,0.000012,1.033007,1.274685,0.000123,1.010056,0.022408,20.000000,0.998390,0.998940,-0.014962,0.010897,500.000000,0.927687
oscillation,97,composed,oscillatory,periodicity→oscillatory,0.000020,1.666727,1.303475,0.000402,1.006577,0.064575,20.000000,0.996337,0.998889,0.015359,-0.006034,500.000000,0.910967
oscillation,97,standardized_sum,oscillatory,periodicity→oscillatory,0.000009,0.774305,1.288196,0.002754,1.032886,0.027903,20.000000,0.997918,0.998528,-0.016599,-0.034747,500.000000,0.940137
oscillation,98,individual_temperature,oscillatory,periodicity→oscillatory,-0.000018,-1.549748,1.314203,-0.001265,0.971502,0.005643,20.000000,0.998334,0.998777,0.019021,0.021569,500.000000,0.935802
