category,perturbation,severity,signal,macro_f1,ci_lo,ci_hi,null_fpr,label_entropy,label_counts,detection_rate,paired_delta
amplitude,sweep_oscillation,0.1900,standardized_sum,0.4756,0.4702,0.4802,0.0100,1.4737,"{""null"": 258, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 0}",,
amplitude,sweep_oscillation,0.2000,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",1.0000,0.5244
amplitude,sweep_oscillation,0.2000,standardized_sum,0.4756,0.4705,0.4802,0.0100,1.4737,"{""null"": 258, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 0}",,
amplitude,sweep_aperiodic,0.0000,composed,0.7333,0.7333,0.7333,0.0000,1.9219,"{""null"": 200, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 0}",0.0000,0.2584
amplitude,sweep_aperiodic,0.0000,standardized_sum,0.4749,0.4692,0.4802,0.0100,1.4764,"{""null"": 257, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 102, ""aperiodic"": 0}",,
amplitude,sweep_aperiodic,0.0500,composed,0.7333,0.7333,0.7333,0.0000,1.9219,"{""null"": 200, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 0}",0.0000,0.2577
amplitude,sweep_aperiodic,0.0500,standardized_sum,0.4756,0.4706,0.4807,0.0100,1.4737,"{""null"": 258, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 0}",,
amplitude,sweep_aperiodic,0.1000,composed,0.7333,0.7333,0.7333,0.0000,1.9219,"{""null"": 200, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 0}",0.0000,0.2577
amplitude,sweep_aperiodic,0.1000,standardized_sum,0.4756,0.4702,0.4807,0.0100,1.4737,"{""null"": 258, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 0}",,
amplitude,sweep_aperiodic,0.1500,composed,0.7333,0.7333,0.7333,0.0000,1.9219,"{""null"": 200, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 0}",0.0000,0.2577
amplitude,sweep_aperiodic,0.1500,standardized_sum,0.4756,0.4702,0.4802,0.0100,1.4737,"{""null"": 258, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 0}",,
amplitude,sweep_aperiodic,0.2000,composed,0.7333,0.7333,0.7333,0.0000,1.9219,"{""null"": 200, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 0}",0.0000,0.2577
amplitude,sweep_aperiodic,0.2000,standardized_sum,0.4756,0.4710,0.4807,0.0100,1.4737,"{""null"": 258, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 0}",,
amplitude,sweep_aperiodic,0.2500,composed,0.7333,0.7333,0.7333,0.0000,1.9219,"{""null"": 200, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 0}",0.0000,0.2577
amplitude,sweep_aperiodic,0.2500,standardized_sum,0.4756,0.4704,0.4811,0.0100,1.4737,"{""null"": 258, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 0}",,
amplitude,sweep_aperiodic,0.3000,composed,0.7333,0.7333,0.7333,0.0000,1.9219,"{""null"": 200, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 0}",0.0000,0.2577
amplitude,sweep_aperiodic,0.3000,standardized_sum,0.4756,0.4702,0.4807,0.0100,1.4737,"{""null"": 258, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 0}",,
amplitude,sweep_aperiodic,0.3500,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",1.0000,0.5244
amplitude,sweep_aperiodic,0.3500,standardized_sum,0.4756,0.4702,0.4807,0.0100,1.4737,"{""null"": 258, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 0}",,
amplitude,sweep_aperiodic,0.4000,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",1.0000,0.5244
amplitude,sweep_aperiodic,0.4000,standardized_sum,0.4756,0.4702,0.4802,0.0100,1.4737,"{""null"": 258, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 0}",,
amplitude,sweep_aperiodic,0.4500,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",1.0000,0.5244
amplitude,sweep_aperiodic,0.4500,standardized_sum,0.4756,0.4705,0.4802,0.0100,1.4737,"{""null"": 258, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 0}",,
amplitude,sweep_aperiodic,0.5000,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",1.0000,0.5244
amplitude,sweep_aperiodic,0.5000,standardized_sum,0.4756,0.4698,0.4802,0.0100,1.4737,"{""null"": 258, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 0}",,
amplitude,sweep_aperiodic,0.5500,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",1.0000,0.5244
amplitude,sweep_aperiodic,0.5500,standardized_sum,0.4756,0.4704,0.4802,0.0100,1.4737,"{""null"": 258, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 0}",,
amplitude,sweep_aperiodic,0.6000,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",1.0000,0.5244
amplitude,sweep_aperiodic,0.6000,standardized_sum,0.4756,0.4706,0.4807,0.0100,1.4737,"{""null"": 258, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 0}",,
amplitude,sweep_aperiodic,0.6500,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",1.0000,0.4708
amplitude,sweep_aperiodic,0.6500,standardized_sum,0.5292,0.5040,0.5521,0.0100,1.6307,"{""null"": 244, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 14}",,
amplitude,sweep_aperiodic,0.7000,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",1.0000,0.3096
amplitude,sweep_aperiodic,0.7000,standardized_sum,0.6904,0.6758,0.7026,0.0100,1.9413,"{""null"": 175, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 83}",,
amplitude,sweep_aperiodic,0.7500,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",1.0000,0.2815
amplitude,sweep_aperiodic,0.7500,standardized_sum,0.7185,0.7143,0.7213,0.0100,1.9707,"{""null"": 158, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 100}",,
amplitude,sweep_aperiodic,0.8000,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",1.0000,0.2815
amplitude,sweep_aperiodic,0.8000,standardized_sum,0.7185,0.7141,0.7215,0.0100,1.9707,"{""null"": 158, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 100}",,
amplitude,sweep_aperiodic,0.8500,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",1.0000,0.2815
amplitude,sweep_aperiodic,0.8500,standardized_sum,0.7185,0.7143,0.7213,0.0100,1.9707,"{""null"": 158, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 100}",,
amplitude,sweep_aperiodic,0.9000,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",1.0000,0.2815
amplitude,sweep_aperiodic,0.9000,standardized_sum,0.7185,0.7143,0.7213,0.0100,1.9707,"{""null"": 158, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 100}",,
amplitude,sweep_aperiodic,0.9500,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",1.0000,0.2815
amplitude,sweep_aperiodic,0.9500,standardized_sum,0.7185,0.7141,0.7213,0.0100,1.9707,"{""null"": 158, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 100}",,
amplitude,sweep_aperiodic,1.0000,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",1.0000,0.2815
amplitude,sweep_aperiodic,1.0000,standardized_sum,0.7185,0.7143,0.7213,0.0100,1.9707,"{""null"": 158, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 100}",,
amplitude,equalized_difficulty,1,composed,0.9980,0.9940,1.0000,0.0000,2.3219,"{""null"": 101, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 99, ""aperiodic"": 100}",,0.8170
amplitude,equalized_difficulty,1,standardized_sum,0.1810,0.1583,0.2027,0.0100,0.7804,"{""null"": 422, ""divergent"": 0, ""convergent"": 41, ""oscillatory"": 37, ""aperiodic"": 0}",,
ablation,baseline,0,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",,0.5244
ablation,baseline,0,standardized_sum,0.4756,0.4705,0.4807,0.0100,1.4737,"{""null"": 258, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 0}",,
ablation,remove_monotone,1,composed,0.2736,0.2692,0.2775,1.0000,0.7528,"{""null"": 0, ""divergent"": 392, ""convergent"": 108, ""oscillatory"": 0, ""aperiodic"": 0}",,0.1437
ablation,remove_monotone,1,standardized_sum,0.1299,0.1274,0.1320,1.0000,0.9795,"{""null"": 0, ""divergent"": 292, ""convergent"": 208, ""oscillatory"": 0, ""aperiodic"": 0}",,
ablation,remove_mann_kendall,1,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",,0.5244
ablation,remove_mann_kendall,1,standardized_sum,0.4756,0.4702,0.4807,0.0100,1.4737,"{""null"": 258, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 0}",,
ablation,remove_curvature,1,composed,0.7333,0.7333,0.7333,0.0000,1.9219,"{""null"": 100, ""divergent"": 0, ""convergent"": 200, ""oscillatory"": 100, ""aperiodic"": 100}",,0.2577
ablation,remove_curvature,1,standardized_sum,0.4756,0.4707,0.4802,0.0100,1.4737,"{""null"": 258, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 0}",,
ablation,remove_period_filter,1,composed,0.7363,0.7304,0.7463,0.0100,1.9381,"{""null"": 99, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 200, ""aperiodic"": 1}",,0.2860
ablation,remove_period_filter,1,standardized_sum,0.4503,0.4450,0.4546,0.0200,1.5728,"{""null"": 194, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 165, ""aperiodic"": 0}",,
ablation,remove_01_test,1,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",,0.5244
ablation,remove_01_test,1,standardized_sum,0.4756,0.4705,0.4807,0.0100,1.4737,"{""null"": 258, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 0}",,
ablation,remove_pe,1,composed,0.7333,0.7333,0.7333,1.0000,1.9219,"{""null"": 0, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 200}",,0.2566
ablation,remove_pe,1,standardized_sum,0.4767,0.4730,0.4809,1.0000,1.4737,"{""null"": 0, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 258}",,
ablation,curvature_minus20,1,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",,0.6223
ablation,curvature_minus20,1,standardized_sum,0.3777,0.3603,0.3927,0.0100,1.4737,"{""null"": 258, ""divergent"": 141, ""convergent"": 0, ""oscillatory"": 101, ""aperiodic"": 0}",,
ablation,curvature_plus20,1,composed,0.7333,0.7333,0.7333,0.0000,1.9219,"{""null"": 100, ""divergent"": 0, ""convergent"": 200, ""oscillatory"": 100, ""aperiodic"": 100}",,0.2577
ablation,curvature_plus20,1,standardized_sum,0.4756,0.4707,0.4807,0.0100,1.4737,"{""null"": 258, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 0}",,
degradation,ar1,0.2,composed,0.9694,0.9633,0.9759,0.0020,2.3154,"{""null"": 499, ""divergent"": 425, ""convergent"": 575, ""oscillatory"": 501, ""aperiodic"": 500}",,0.4789
degradation,ar1,0.2,standardized_sum,0.4905,0.4884,0.4926,0.0000,1.4019,"{""null"": 1448, ""divergent"": 0, ""convergent"": 552, ""oscillatory"": 500, ""aperiodic"": 0}",,
degradation,ar1,0.5,composed,0.9565,0.9487,0.9646,0.0280,2.3114,"{""null"": 486, ""divergent"": 406, ""convergent"": 594, ""oscillatory"": 514, ""aperiodic"": 500}",,0.4693
degradation,ar1,0.5,standardized_sum,0.4872,0.4844,0.4896,0.0140,1.4164,"{""null"": 1422, ""divergent"": 0, ""convergent"": 571, ""oscillatory"": 507, ""aperiodic"": 0}",,
degradation,ar1,0.8,composed,0.9245,0.9150,0.9344,0.1740,2.3015,"{""null"": 413, ""divergent"": 400, ""convergent"": 600, ""oscillatory"": 587, ""aperiodic"": 500}",,0.4435
degradation,ar1,0.8,standardized_sum,0.4810,0.4779,0.4840,0.0220,1.4382,"{""null"": 1379, ""divergent"": 0, ""convergent"": 610, ""oscillatory"": 511, ""aperiodic"": 0}",,
degradation,correlated,0.1,composed,0.9996,0.9988,1.0000,0.0020,2.3219,"{""null"": 499, ""divergent"": 500, ""convergent"": 500, ""oscillatory"": 501, ""aperiodic"": 500}",,0.5219
degradation,correlated,0.1,standardized_sum,0.4777,0.4759,0.4796,0.0020,1.4683,"{""null"": 1303, ""divergent"": 0, ""convergent"": 696, ""oscillatory"": 501, ""aperiodic"": 0}",,
degradation,correlated,0.3,composed,0.9940,0.9908,0.9968,0.0020,2.3217,"{""null"": 499, ""divergent"": 486, ""convergent"": 514, ""oscillatory"": 501, ""aperiodic"": 500}",,0.5061
degradation,correlated,0.3,standardized_sum,0.4879,0.4848,0.4905,0.0100,1.4071,"{""null"": 1439, ""divergent"": 0, ""convergent"": 556, ""oscillatory"": 505, ""aperiodic"": 0}",,
degradation,correlated,0.6,composed,0.7329,0.7321,0.7333,0.0020,1.9219,"{""null"": 499, ""divergent"": 0, ""convergent"": 1000, ""oscillatory"": 501, ""aperiodic"": 500}",,0.3789
degradation,correlated,0.6,standardized_sum,0.3540,0.3440,0.3646,0.0040,0.9660,"{""null"": 1890, ""divergent"": 0, ""convergent"": 108, ""oscillatory"": 502, ""aperiodic"": 0}",,
degradation,missing,0.05,composed,0.9928,0.9892,0.9960,0.0000,2.3216,"{""null"": 500, ""divergent"": 482, ""convergent"": 518, ""oscillatory"": 500, ""aperiodic"": 500}",,0.5012
degradation,missing,0.05,standardized_sum,0.4916,0.4889,0.4940,0.0040,1.3815,"{""null"": 1483, ""divergent"": 0, ""convergent"": 515, ""oscillatory"": 502, ""aperiodic"": 0}",,
degradation,missing,0.1,composed,0.7559,0.7485,0.7643,0.0020,1.9936,"{""null"": 499, ""divergent"": 27, ""convergent"": 973, ""oscillatory"": 501, ""aperiodic"": 500}",,0.2872
degradation,missing,0.1,standardized_sum,0.4686,0.4626,0.4739,0.0040,1.2919,"{""null"": 1609, ""divergent"": 0, ""convergent"": 389, ""oscillatory"": 502, ""aperiodic"": 0}",,
degradation,missing,0.25,composed,0.7329,0.7321,0.7333,0.0020,1.9219,"{""null"": 499, ""divergent"": 0, ""convergent"": 1000, ""oscillatory"": 501, ""aperiodic"": 500}",,0.4533
degradation,missing,0.25,standardized_sum,0.2797,0.2790,0.2800,0.0020,0.7227,"{""null"": 1999, ""divergent"": 0, ""convergent"": 0, ""oscillatory"": 501, ""aperiodic"": 0}",,
degradation,t_misspec,3,composed,0.9996,0.9988,1.0000,0.0020,2.3219,"{""null"": 499, ""divergent"": 500, ""convergent"": 500, ""oscillatory"": 501, ""aperiodic"": 500}",,0.5328
degradation,t_misspec,3,standardized_sum,0.4668,0.4667,0.4668,0.0000,1.5215,"{""null"": 1027, ""divergent"": 0, ""convergent"": 973, ""oscillatory"": 500, ""aperiodic"": 0}",,
degradation,t_misspec,5,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 500, ""divergent"": 500, ""convergent"": 500, ""oscillatory"": 500, ""aperiodic"": 500}",,0.5303
degradation,t_misspec,5,standardized_sum,0.4697,0.4686,0.4708,0.0020,1.5059,"{""null"": 1168, ""divergent"": 0, ""convergent"": 831, ""oscillatory"": 501, ""aperiodic"": 0}",,
degradation,t_misspec,10,composed,0.9996,0.9988,1.0000,0.0020,2.3219,"{""null"": 499, ""divergent"": 500, ""convergent"": 500, ""oscillatory"": 501, ""aperiodic"": 500}",,0.5255
degradation,t_misspec,10,standardized_sum,0.4741,0.4726,0.4759,0.0020,1.4851,"{""null"": 1252, ""divergent"": 0, ""convergent"": 747, ""oscillatory"": 501, ""aperiodic"": 0}",,
degradation,drift,0.005,composed,0.9992,0.9980,1.0000,0.0040,2.3219,"{""null"": 498, ""divergent"": 500, ""convergent"": 500, ""oscillatory"": 502, ""aperiodic"": 500}",,0.5253
degradation,drift,0.005,standardized_sum,0.4739,0.4723,0.4755,0.0020,1.4845,"{""null"": 1254, ""divergent"": 0, ""convergent"": 745, ""oscillatory"": 501, ""aperiodic"": 0}",,
degradation,drift,0.01,composed,0.9992,0.9980,1.0000,0.0040,2.3219,"{""null"": 498, ""divergent"": 500, ""convergent"": 500, ""oscillatory"": 502, ""aperiodic"": 500}",,0.5264
degradation,drift,0.01,standardized_sum,0.4728,0.4712,0.4743,0.0020,1.4900,"{""null"": 1235, ""divergent"": 0, ""convergent"": 764, ""oscillatory"": 501, ""aperiodic"": 0}",,
degradation,drift,0.02,composed,0.9996,0.9988,1.0000,0.0020,2.3219,"{""null"": 499, ""divergent"": 500, ""convergent"": 500, ""oscillatory"": 501, ""aperiodic"": 500}",,0.5283
degradation,drift,0.02,standardized_sum,0.4713,0.4700,0.4726,0.0020,1.4985,"{""null"": 1202, ""divergent"": 0, ""convergent"": 797, ""oscillatory"": 501, ""aperiodic"": 0}",,
filter,period_threshold,2,composed,0.7363,0.7290,0.7463,0.0100,1.9381,"{""null"": 99, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 200, ""aperiodic"": 1}",,0.2860
filter,period_threshold,2,standardized_sum,0.4503,0.4456,0.4550,0.0200,1.5728,"{""null"": 194, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 165, ""aperiodic"": 0}",,
filter,period_threshold,4,composed,0.9980,0.9940,1.0000,0.0100,2.3219,"{""null"": 99, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 101, ""aperiodic"": 100}",,0.5224
filter,period_threshold,4,standardized_sum,0.4756,0.4704,0.4807,0.0100,1.4737,"{""null"": 258, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 0}",,
filter,period_threshold,6,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",,0.5244
filter,period_threshold,6,standardized_sum,0.4756,0.4706,0.4802,0.0100,1.4737,"{""null"": 258, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 0}",,
filter,period_threshold,8,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",,0.5244
filter,period_threshold,8,standardized_sum,0.4756,0.4702,0.4802,0.0100,1.4737,"{""null"": 258, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 0}",,
filter,period_threshold,10,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",,0.5244
filter,period_threshold,10,standardized_sum,0.4756,0.4705,0.4804,0.0100,1.4737,"{""null"": 258, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 0}",,
filter,period_threshold,12,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",,0.5244
filter,period_threshold,12,standardized_sum,0.4756,0.4705,0.4798,0.0100,1.4737,"{""null"": 258, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 101, ""aperiodic"": 0}",,
filter,period_threshold,14,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",,0.5226
filter,period_threshold,14,standardized_sum,0.4774,0.4743,0.4811,0.0000,1.4710,"{""null"": 259, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 100, ""aperiodic"": 0}",,
filter,period_threshold,16,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",,0.5226
filter,period_threshold,16,standardized_sum,0.4774,0.4740,0.4816,0.0000,1.4710,"{""null"": 259, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 100, ""aperiodic"": 0}",,
filter,period_threshold,18,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",,0.5226
filter,period_threshold,18,standardized_sum,0.4774,0.4740,0.4816,0.0000,1.4710,"{""null"": 259, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 100, ""aperiodic"": 0}",,
filter,period_threshold,20,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",,0.5226
filter,period_threshold,20,standardized_sum,0.4774,0.4740,0.4811,0.0000,1.4710,"{""null"": 259, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 100, ""aperiodic"": 0}",,
filter,period_threshold,22,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",,0.5226
filter,period_threshold,22,standardized_sum,0.4774,0.4737,0.4811,0.0000,1.4710,"{""null"": 259, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 100, ""aperiodic"": 0}",,
filter,period_threshold,24,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",,0.5226
filter,period_threshold,24,standardized_sum,0.4774,0.4740,0.4816,0.0000,1.4710,"{""null"": 259, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 100, ""aperiodic"": 0}",,
filter,period_threshold,26,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",,0.5226
filter,period_threshold,26,standardized_sum,0.4774,0.4743,0.4816,0.0000,1.4710,"{""null"": 259, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 100, ""aperiodic"": 0}",,
filter,period_threshold,28,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",,0.5226
filter,period_threshold,28,standardized_sum,0.4774,0.4740,0.4811,0.0000,1.4710,"{""null"": 259, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 100, ""aperiodic"": 0}",,
filter,period_threshold,30,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",,0.5226
filter,period_threshold,30,standardized_sum,0.4774,0.4743,0.4816,0.0000,1.4710,"{""null"": 259, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 100, ""aperiodic"": 0}",,
filter,period_threshold,32,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",,0.5226
filter,period_threshold,32,standardized_sum,0.4774,0.4740,0.4816,0.0000,1.4710,"{""null"": 259, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 100, ""aperiodic"": 0}",,
filter,period_threshold,34,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",,0.5226
filter,period_threshold,34,standardized_sum,0.4774,0.4740,0.4816,0.0000,1.4710,"{""null"": 259, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 100, ""aperiodic"": 0}",,
filter,period_threshold,36,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",,0.5226
filter,period_threshold,36,standardized_sum,0.4774,0.4743,0.4816,0.0000,1.4710,"{""null"": 259, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 100, ""aperiodic"": 0}",,
filter,period_threshold,38,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",,0.5226
filter,period_threshold,38,standardized_sum,0.4774,0.4743,0.4811,0.0000,1.4710,"{""null"": 259, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 100, ""aperiodic"": 0}",,
filter,period_threshold,40,composed,1.0000,1.0000,1.0000,0.0000,2.3219,"{""null"": 100, ""divergent"": 100, ""convergent"": 100, ""oscillatory"": 100, ""aperiodic"": 100}",,0.5226
filter,period_threshold,40,standardized_sum,0.4774,0.4740,0.4816,0.0000,1.4710,"{""null"": 259, ""divergent"": 0, ""convergent"": 141, ""oscillatory"": 100, ""aperiodic"": 0}",,
